epoch,step,train/loss,train/reward,val/reward
0,33,,,-7.602150917053223
1,49,-0.09902557730674744,-6.926666736602783,
1,67,,,-7.905561923980713
2,99,1.2708898782730103,-6.853333473205566,
2,101,,,-7.614199161529541
