epoch,step,val/reward
0,1,6.5
1,3,6.339999198913574
2,5,6.730000019073486
3,7,6.5
4,9,6.5
5,11,7.070000171661377
6,13,7.0
7,15,6.929999828338623
8,17,6.619999885559082
9,19,6.989999771118164
