epoch,step,train/loss,train/reward,val/reward
0,33,,,-7.685550689697266
1,49,0.34613028168678284,-8.239999771118164,
1,67,,,-7.694700717926025
2,99,0.006743774749338627,-7.640000343322754,
2,101,,,-7.5875749588012695
