epoch,step,train/loss,train/reward,val/reward
0,33,,,-7.699550151824951
1,49,-1.0220361948013306,-8.606666564941406,
1,67,,,-9.572663307189941
2,99,0.9806086421012878,-7.366666793823242,
2,101,,,-7.361149787902832
