epoch,step,train/loss,train/reward,val/reward
0,33,,,-7.5472002029418945
1,49,-0.3050416111946106,-7.7266669273376465,
1,67,,,-7.561800003051758
2,99,-0.13491863012313843,-7.206666946411133,
2,101,,,-7.618750095367432
