epoch,step,train/loss,train/reward,val/reward
0,33,,,-7.671075344085693
1,49,-2.150146245956421,-9.013333320617676,
1,67,,,-7.738026142120361
2,99,0.9064128994941711,-8.486666679382324,
2,101,,,-7.687849521636963
